"ticker" "date" "price_ratio" "hurst" "trust_level"
"1" "GMKN" "2012-02-06" 0.99421768707483 0.915624546845365 1
"2" "GMKN" "2012-02-07" 1.00289904502046 0.920886838001718 1
"3" "GMKN" "2012-02-08" 1.00405610951496 0.922189074583553 1
"4" "GMKN" "2012-02-09" 0.965882352941177 0.921693690439951 1
"5" "GMKN" "2012-02-10" 0.97859380438566 0.918524387708795 1
"6" "GMKN" "2012-02-13" 1.02967673555909 0.915062504693901 1
"7" "GMKN" "2012-02-14" 0.990689655172414 0.910040159433763 1
"8" "GMKN" "2012-02-15" 0.998448543354594 0.903362086317232 1
"9" "GMKN" "2012-02-16" 0.988850174216028 0.896782883763007 1
"10" "GMKN" "2012-02-17" 0.983481133715876 0.889943182826158 1
"11" "GMKN" "2012-02-20" 1.00910683012259 0.884826091458287 1
"12" "GMKN" "2012-02-21" 0.977493074792244 0.887255579187582 1
"13" "GMKN" "2012-02-22" 0.977212506624271 0.887163178173505 1
"14" "GMKN" "2012-02-24" 1.0307609282245 0.886907082316051 1
"15" "GMKN" "2012-02-27" 1.00752801120448 0.889239196744037 1
"16" "GMKN" "2012-02-28" 0.983141235162567 0.888870780090205 1
"17" "GMKN" "2012-02-29" 1.00417028670721 0.88875730884089 1
"18" "GMKN" "2012-03-01" 1.00156657963446 0.887931767072003 1
"19" "GMKN" "2012-03-02" 1.01941747572816 0.887852929641726 1
"20" "GMKN" "2012-03-05" 1.00678886625933 0.89240619632362 1
"21" "GMKN" "2012-03-06" 0.959328927300458 0.889121000467142 1
"22" "GMKN" "2012-03-07" 1.00639431616341 0.868365386609803 1
"23" "GMKN" "2012-03-11" 1.00765084333159 0.861495555362649 1
"24" "GMKN" "2012-03-12" 0.995490808185917 0.861059942655775 1
"25" "GMKN" "2012-03-13" 0.998791227767225 0.868408287103435 1
"26" "GMKN" "2012-03-14" 1.00991452991453 0.870430547991 1
"27" "GMKN" "2012-03-15" 0.997622686364408 0.870674770944269 1
"28" "GMKN" "2012-03-16" 0.985241730279898 0.870467244563685 1
"29" "GMKN" "2012-03-19" 0.987474262182567 0.865898423869128 1
"30" "GMKN" "2012-03-20" 0.959687228496959 0.865664666612885 1
"31" "GMKN" "2012-03-21" 0.969784693323684 0.879884875285215 1
"32" "GMKN" "2012-03-22" 1.00918462980319 0.888483633873075 1
"33" "GMKN" "2012-03-23" 0.990212373037858 0.894425614113904 1
"34" "GMKN" "2012-03-26" 0.993519718570635 0.900516432402304 1
"35" "GMKN" "2012-03-27" 1.00463134494257 0.909062173298956 1
"36" "GMKN" "2012-03-28" 0.998333333333333 0.914903655774854 1
"37" "GMKN" "2012-03-29" 0.993318485523385 0.919022923255007 1
"38" "GMKN" "2012-03-30" 1.0022271714922 0.921879020825916 1
"39" "GMKN" "2012-04-02" 0.989717223650386 0.923177549817087 1
"40" "GMKN" "2012-04-03" 1.01195952161914 0.924519749329459 1
"41" "GMKN" "2012-04-04" 0.980176211453744 0.923826387198645 1
"42" "GMKN" "2012-04-05" 1.00653106922933 0.923383197830685 1
"43" "GMKN" "2012-04-06" 0.984643848288622 0.920460092987569 1
"44" "GMKN" "2012-04-09" 1.00659133709981 0.915790460322244 1
"45" "GMKN" "2012-04-10" 0.990806754221388 0.909572551736113 1
"46" "GMKN" "2012-04-11" 1.00152264940997 0.900913241499512 1
"47" "GMKN" "2012-04-12" 0.990359168241966 0.888060468619361 1
"48" "GMKN" "2012-04-13" 0.991665088084865 0.867586689615685 1
"49" "GMKN" "2012-04-16" 0.977543186180422 0.882180246512084 1
"50" "GMKN" "2012-04-17" 0.99392276024309 0.898570320038266 1
"51" "GMKN" "2012-04-18" 0.998826061436118 0.902973443773261 1
