GAZP,GMKN,LKOH,ROSN,SBER
1.0086481844946,1.01790977102698,1.02013843111404,1.01392632524708,1.00475
1.0470051687443,1.03186191536748,1.0233918128655,1.03433761630483,1.03570539935307
0.995179463352306,0.991137606678955,0.988798737174428,0.991175840651103,0.990630630630631
0.982783775897286,1.00609756097561,0.998135388662907,0.990535459613639,0.968715896689705
1.02036817102138,1.01948051948052,1.01713912826517,1.03075916230367,0.990987607960946
0.995169644415992,0.963057324840764,0.985502050469218,0.974603174603175,0.959833270178098
1,1,1,1,1
0.967719298245614,0.978406084656085,0.988543747566743,0.986362649294246,0.985392814844058
1.00749335267102,1.01959193790065,1.01999509322866,1.01690810620404,1.00360576923077
1,1,1,1,1
1.00533829174664,1.01436464088398,0.996297116814887,1.00108248538645,1.01530272787758
1.00352007636776,1.02862745098039,1.01802414231258,1.01691176470588,1.0519003931848
1,1,1,1,1
1.00778834720571,0.999068073029186,1.01256264158715,1.00603972608566,1.02716172439571
1.00348062061235,1.01895484418062,1.00102311248074,1.00769458419651,1.00582241630277
1.01275720164609,1.00951645822974,1.001132893311,1.00062932662052,1.00036179450072
1,1,1,1,1
1.02629593080629,1.01666271652773,1.00975399753998,1.02071278825996,1.05123568414708
1,1,1,1,1
0.992477375565611,0.985201702817758,0.976331721340431,0.984965494577719,1.02534403669725
1,1,1,1,1
1,1,1,1,1
0.990311734199578,1.00717695473251,0.983156581409856,0.990491283676704,0.97461134101331
1,1,1,1,1
0.981872590205444,0.994917137907364,1.00253807106599,1.00025263157895,1.00309846224466
1,1,1,1,1
1.01224944320713,1.01848049281314,1.0149746835443,1.00677723522479,1.0193341722915
1,1,1,1,1
0.980082218748191,0.986895161290322,0.992030729705798,0.985031567504286,0.985634118967452
1,1,1,1,1
1.01228806049507,1.01634320735444,1.02656391431158,1.00878645103782,1.01343657481212
1.00344324482054,1.01849447236181,1.03527560405109,0.981864848943869,1.00393258426966
0.992206583691985,0.983402440492519,1.00789590418453,0.995928862224127,1.00391717963067
0.979249706916764,1.00097131997166,0.990698902646558,0.983304647160069,0.98149386845039
1.01334849754579,0.987860257631196,1.00101288316304,0.985034132679853,0.980690595184007
0.990017130368008,1.01151566812794,0.984638689673128,0.994358063083074,0.996409543664582
0.983591885441527,0.989377881756201,0.990955528846154,1.00835455479605,1.01069394397303
0.984531392174704,1.02210504968566,0.989174929500591,0.999113867966327,0.989074180563542
0.992606284658041,1.02261904761905,1.00913493961131,1.03507760532151,0.983720930232558
1,1,1,1,1
1.02141527001862,1.04520760574311,1.01707168894289,1.00681204747012,1.01016548463357
1.03579459130963,1.00055689623167,0.994564243474106,1.00085106382979,0.995787502925345
1,1,1,1,1
1.00621919737151,1.00742115027829,1.0033033033033,0.993027210884354,1.00822561692127
1.02040816326531,1.03865193370166,1.01526489075127,1.01515670491523,1.02365967365967
1.00194285714286,0.997946764824784,1.00294811320755,0.994601433994095,1.00398497096664
1.00307973080871,0.995074889398219,1.01675485008818,1.00330760749724,1.00476298480381
1.00693654764612,0.990076027839974,1.02206996241688,1.04987320371936,1
0.988085827216262,0.975653742110009,0.990360191664734,0.990338164251208,0.974040632054176
1,1,1,1,1
0.997428424481399,1.00794824399261,0.987547340100421,1.01467479674797,0.984241019698725
1,1,1,1,1
1.00349490088232,1.01613790573996,1.00649572254068,1.02139337366291,1.02283965151872
1.00445332572081,1.01332611441978,1.00326425525557,0.992312218081977,0.996086556169429
0.990734951401125,1.00428507312764,0.990359389141567,0.978299537531128,1.00762653108389
1,1,1,1,1
1.04073436603557,1.02147581975208,1.00986170477353,1.01220202020202,1.02293577981651
1,1,1,1,1
1.02072767364939,1.00892534722222,1.01093381291668,0.99788440044707,1.00112107623318
0.972078202635558,0.970819474103531,0.980142205603241,0.980039201568063,0.974132138857783
1,1,1,1,1
0.969553864103561,0.980001169833192,0.973514450867052,0.97269387755102,0.979422922174963
1.00366741160965,1.01446916259721,1.00298067902481,1.01800176241031,1.01760563380282
0.9882386525835,0.978746657158139,1.00573644328676,0.999587798845837,0.986159169550173
0.986192154370559,0.976367037719112,0.990187710799404,0.983670103092783,0.987719298245614
1,1,1,1,1
1.02519039250146,1.04327385005737,1.01228733459357,1.01450490483776,0.999644760213144
1,1,1,1,1
1,1,1,1,1
1.01708571428571,1.01394849785408,1.01357104686738,1.00950413223141,1.0046197583511
1,1,1,1,1
0.986572279341536,0.988008818342152,0.987833140208575,0.986532951289398,0.977832802735527
1,1,1,1,1
0.97129840546697,0.973222111349319,0.981296187683284,0.995809302518568,0.959001567587122
1.02310037523452,1.0504402054292,1.00531345817071,1.00708333333333,1.01785489752295
0.974212034383954,0.987061288632792,0.993151010701546,0.981340504757964,0.970969734403953
1,1,1,1,1
1,1,1,1,1
0.966058823529412,0.938470519556334,0.987740050763852,0.961254690332645,0.96501272264631
1,1,1,1,1
0.999817329355173,0.956630248742714,1.01636363636364,0.978947368421053,0.991034937376401
1,1,1,1,1
0.997503045066991,0.986009852216749,0.987787716159809,0.990681003584229,0.982439803112944
0.946333720007327,0.924248601119105,0.96589235264289,0.938178364688857,0.95260663507109
1,1,1,1,1
1,1,1,1,1
1.03283870967742,1.04425138488283,1.00311871101611,1.05234996384671,1.06609808102345
1,1,1,1,1
1.03735398838154,1.04251490806692,1.01301549523056,1.04690577618982,1.0924
1,1,1,1,1
0.980911663756247,1.00470910221195,0.987588412571499,0.990592868081383,0.986207738313194
1,1,1,1,1
0.98133824432167,0.983465911786567,0.990185088309294,0.979681978798587,0.958292079207921
1,1,1,1,1
1,1,1,1,1
1.00950831977981,1.04257688442211,0.993735691463936,0.991974752028855,0.981660854965775
1,1,1,1,1
1,1,1,1,1
1.0117734539596,0.990377533826121,0.986151898734177,1.02990637214799,1.01460334166557
1,1,1,1,1
0.966499265066144,0.983081268700444,0.977780915462224,0.952780229479259,0.955394190871369
0.957163677840441,0.96940198019802,0.968165408598622,0.954608615099583,0.948697068403909
0.99304865938431,1.01726490558638,0.999952542372881,1.01353711790393,0.991416309012875
1.00666666666667,0.969895582329317,1.00147803624579,0.998468093254823,1.00952380952381
1,1,1,1,1
0.947019867549669,0.970201321717238,0.948426318960673,0.937047514024069,0.919525443110349
1.10797202797203,1.00188214205691,1.03596182535887,1.10519852640196,1.07445981657081
1.00012623074981,1.04746995188468,1.0362982408996,1.02550925925926,1.02213541666667
1,1,1,1,1
0.996339770289032,1.02360589201763,0.981908124389125,1.02008938648368,0.993630573248408
1,1,1,1,1
1.01241449201926,0.997012274703859,1.03133845257926,1.0128341299345,1.01139601139601
0.996371371371371,1.02831901077728,0.990177668640763,0.984444638643712,0.995774647887324
1,1,1,1,1
1.02850684415421,1.00135244583435,1.02773688747431,1.00532623169108,1.0035360678925
1,1,1,1,1
1,1,1,1,1
1.00720390720391,0.979102167182663,1.0264979708761,0.99205298013245,1.01494009866103
1,1,1,1,1
0.987998545278216,0.972529644268775,1.01946574481458,0.990075656430797,0.975558950145813
1,1,1,1,1
0.98521472392638,0.989201381832961,0.995702756524473,1.00229244392502,1.01266903914591
1,1,1,1,1
1,1,1,1,1
0.979948938290055,0.988684966289088,0.987616099071207,0.960624271235088,0.997329210008434
1,1,1,1,1
1.0052741945733,1.02123928374037,1.00670846394984,1.00172735760971,1.01338971106413
1,1,1,1,1
0.997408343868521,1.02097660223805,1.04125926387245,1.00666449177425,1.01933240611961
0.991444324735408,0.996990892967458,1.00481473728281,0.995648148148148,0.984991131122936
1.02090258245973,1.02418149110534,1.01022619047619,1.02762019901423,1.05277739299072
0.994302172687997,0.992587793082721,1.00932134481905,0.987737556561086,1.00934210526316
1,1,1,1,1
0.986146095717884,0.971293747542273,0.970782253356684,0.944889825461542,1.02333463694434
1.01787994891443,0.993953441295547,0.994082804654379,1.00746630466402,1.02292993630573
1.02183186951067,1.03765073429828,1.02546110059222,1.01121270452358,1.04632627646326
0.978880157170923,0.979195289499509,0.993983010854176,0.976919050111835,0.98083789573911
1,1,1,1,1
0.991658304064225,0.9902986570455,1.00890207715134,0.984021823850351,0.981070258463779
1,1,1,1,1
0.978432736702296,0.989760352993564,0.991758823529412,0.983613861386139,0.992949907235622
1,1,1,1,1
0.982546864899806,0.981601264619091,1.00910444308685,0.987820222457094,0.971599402092676
1,1,1,1,1
1,1,1,1,1
1.01315789473684,1.01594361713652,0.990395805659069,1.03459520048912,1.02730769230769
1,1,1,1,1
0.973051948051948,0.96789341688933,0.978249258160237,0.957795725401359,0.967178335205292
0.994994994994995,0.952330508474576,0.979767646434313,0.991824772481876,0.987096774193548
0.960429242119383,0.971935483870968,0.959808049535604,0.959512700881286,0.939869281045752
1,1,1,1,1
1.03526536312849,1.03116380740927,1.02342444632247,1.02117888594738,1.01502086230876
1,1,1,1,1
0.998650927487353,1.02508324084351,0.998985123550177,0.993122057034019,1.00534392984379
1.02924687605539,1.02639670853183,1.01212147981752,1.02898087475361,1.04538639771024
1,1,1,1,1
1.00715316970731,1.00964577311758,0.997942643391521,0.989127621019933,1.0102998696219
0.990226102821398,0.994282872438681,0.997651027675392,0.985291808427113,0.995999483804362
1,1,1,1,1
1,1,1,1,1
1.01467394880569,1.01192452703299,0.996869011985422,0.997237569060773,1.00621922777922
1,1,1,1,1
1.01251621271077,1.02057943925234,1.02091159214543,1.01054762412103,1.02755601339171
1,1,1,1,1
1.01857426503555,1.00726482420957,1.02077859749082,1.02799156562994,1.03345864661654
1,1,1,1,1
0.994277809218386,0.993375476535368,0.983616636528029,0.989744115686375,0.99502849521038
1,1,1,1,1
0.993549203136858,0.984384787472036,0.986444583348654,0.977824983161494,0.984157933219595
0.987842138765118,0.994789493039572,0.989004162266261,0.982938589519419,0.979073798910351
1,1,1,1,1
1.00966557123526,1.00768431983385,1.00065326633166,0.999946094550159,1.01808524092576
0.992213925585551,0.995323577906018,0.999974890774871,0.989649595687331,0.991304347826087
1,1,1,1,1
1.01788126326623,1.01318821943507,1.02764595103578,1.01454406798126,1.02631578947368
1,1,1,1,1
1.02559241706161,1.02288984263233,1.02013390021014,1.02163758389262,1.02478632478633
1,1,1,1,1
0.991373998767714,1.01358641358641,1.0059880239521,1.04845490855581,0.989038484451328
1,1,1,1,1
1.00764449968925,1.00729351468559,1.00891666666667,1.03383458646617,1.01421515480063
1,1,1,1,1
1.01338432122371,0.988649706457926,0.997203506826039,1.0105696969697,1.00510749495189
1,1,1,1,1
0.984723067559342,0.987715756136184,1.03535000946611,0.969102336515857,0.995982037343418
1,1,1,1,1
1,1,1,1,1
1.02293095988627,1.01694208748001,1.00517717244099,1.01703054606664,1.02728998576175
1,1,1,1,1
1,1,1,1,1
0.983987915407855,0.979410698239031,0.977800517324692,0.989096042447549,0.976668976668977
1,1,1,1,1
1.03770340804421,1.03018108651911,1.00286046511628,1.03007037747921,1.02388836329234
1,1,1,1,1
0.981833244570685,0.984373046875,0.9817846624771,0.988055422838031,0.991452991452992
1,1,1,1,1
1.00675024108004,1.00575596380152,0.99466784765279,1.00822050290135,1
0.999461206896552,1.00611560465575,1.00921951711814,0.995203836930456,0.982059645852749
0.99958071278826,0.985294117647059,0.997647058823529,0.987903614457831,0.982562277580071
1,1,1,1,1
1.01635906040268,1.0314447761194,1.00592570754717,1.01058588223816,1.01026198237354
1,1,1,1,1
1,1,1,1,1
0.981840693355345,0.994418301334553,0.981606635209988,0.979870631396022,0.989483747609942
1,1,1,1,1
0.974599171320483,0.979600627076025,0.989448667498671,0.980343859303414,0.977415458937198
1,1,1,1,1
1.00080098582871,0.988326262542237,1.00181050090525,1.00758793969849,0.999876436426541
1,1,1,1,1
1,1,1,1,1
0.992796897124915,1.00400801603206,0.994030120481928,0.99795521420378,0.997404844290657
1,1,1,1,1
1.01190623837281,1.01497005988024,0.999945457520499,1.00449775112444,0.990831371577252
1,1,1,1,1
1,1,1,1,1
1.00625076602525,1.02300884955752,1.00121818181818,1.01203980099502,1.01613104914343
1,1,1,1,1
0.989037758830694,1.00499807766244,0.998783300343218,0.992429456297316,0.991877922717204
1,1,1,1,1
0.985837438423645,0.986036725325172,0.992163636363636,0.998117693679414,0.985111662531017
1,1,1,1,1
0.991442848219863,1.00290979631426,1.00537545737201,0.99454094292804,0.987027707808564
1,1,1,1,1
1.002394002394,1.00288394584139,0.998863822780657,0.993063872255489,0.994640806431032
1,1,1,1,1
0.984224750172836,0.977259007388749,0.991484184914842,0.983618913622431,0.967286722257858
0.99367816091954,0.990329583580028,1.00509202453988,0.994636015325671,0.98129973474801
1,1,1,1,1
1.01985733564681,1.02112196094061,1.00896661173167,1.00667693888033,1.0355453439654
0.999117832388154,1.01444382209957,1.00908051470366,1.00510204081633,1.00509005481598
1,1,1,1,1
1.00277497477296,1.01509234320893,0.992254196642686,0.99492385786802,1.00376574470848
1,1,1,1,1
1,1,1,1,1
1.00094339622642,0.983615878099859,0.984840611934166,1.00183673469388,1.0130659767141
1.01658812441093,1.02218304431599,1.01606758323671,1.01782440415563,1.02694419614353
1.00624266023858,0.986073856814065,1.01196729824053,1.00800560392275,1.0026112907237
1.0012285012285,1.00702508960573,0.998812649164678,1.00516231509977,1.0135185414858
0.999693251533742,0.991837509491268,0.99756871225381,0.997530864197531,1.0002447381302
0.991347038969009,0.990947368421053,1.00063475334443,0.98509900990099,0.978101296794715
1,1,1,1,1
1.01609508480872,1.01666570098692,1.00418910831837,1.02115684205236,1.02789243277048
1.00846838065066,0.994137526857004,1.02205005959476,1.01476377952756,1.01800924799221
0.993173442880445,0.995366061993491,0.998833819241983,0.997526673132881,0.996414056896964
1.0036496350365,1.00059513753436,1.00029772329247,0.999124896689192,1.01475527831094
1,1,1,1,1
1,1,1,1,1
0.987878787878788,0.974677569752762,0.993866391208689,0.992068512481145,0.998936044449698
1.00533742331288,0.979663385826771,1.01055783910746,0.983764959780263,0.999408284023669
1,1,1,1,1
0.995728321230243,1.00646614516878,1.00012783414101,1.02457994715062,0.98283007696862
1,1,1,1,1
0.993932708218423,0.987248620946441,0.98884499186614,0.981557177615572,0.989759036144578
1.0059810087557,0.997775530839231,1.0154347826087,1.00887412622081,1.01485088253195
1,1,1,1,1
0.999938706711615,1.00719497365221,1.00869655782951,0.998525798525798,1.00563751949142
1,1,1,1,1
0.985656491357117,1.00267632558607,1.03140595422475,0.990157480314961,0.986760496183206
1,1,1,1,1
0.990174129353234,1.00586015894678,0.999416034036873,1.0029324055666,1.01897739634957
1,1,1,1,1
0.992149227483984,1.00916799680766,1.00278241513634,1.00054512116557,1.00604982206406
1,1,1,1,1
1,1,1,1,1
0.997024751535102,0.994849692068921,0.959467258601554,0.995393759286776,0.986440278269072
1,1,1,1,1
1,1,1,1,1
0.995555555555555,0.994626284306127,0.997622848417546,0.985022640195054,0.992828113793928
1,1,1,1,1
1.00669642857143,1.02400466746323,0.990329593877729,1.01217417660133,1.01011317120154
1.01362052581565,1.01386146341463,1.01455944080507,1.01572091630484,1.02598331346841
1.003375,1.01128936651758,1.00920925079629,1.03439465408805,1.03496747211896
1.00903201694282,1.01147544103374,0.99485991995426,1.01192285768573,1.00886743742283
1.00277794925613,0.996203198494826,1.00809765461118,1.00783927146411,1.02325322652425
1.00344742674218,1.00815514030694,1.00369420215495,0.98141592920354,0.991627704686311
1,1,1,1,1
0.996871165644172,1.0029037092544,0.989986254529757,0.989511651084429,0.991228070175439
1,1,1,1,1
1.00529263339282,0.990921826842253,0.991709458102642,0.997553956834532,1.00110619469027
1,1,1,1,1
1.01010101010101,1.01226224811024,1.01243853051779,1.0237992211164,1.01370165745856
1,1,1,1,1
1,1,1,1,1
0.987878787878788,1.0034823415488,1.00428571428571,1.00075138536677,0.990843688685415
1.01067484662577,1.00210627893814,1.01564722617354,0.999202252463632,1.004400440044
1,1,1,1,1
0.985188782323661,1.00610185185185,1.00672268907563,0.991875264171324,1.00186199342826
0.991990141712877,1.01086886498127,0.993322203672788,0.99000946969697,1.01158849896141
1,1,1,1,1
1.01490683229814,1.00436999271668,0.997254901960784,1.00349131952748,1.02626175294499
1,1,1,1,1
0.993084455324357,0.98350435097897,0.983725633391383,0.995138690305977,1.00431760741365
0.997719849633327,1.00957601921471,0.996961961704728,1.00349616858238,1.02443116283947
1.02408894379246,1.01335047179457,1.00726310423242,1.04371689018279,1.05742067553736
1,1,1,1,1
1,1,1,1,1
1.01622436670688,0.98291015625,0.986641948489898,0.995884585486305,0.986351756848321
1.00670662947356,1.02818762911921,1.00330259365994,0.993893199871436,1.00392541707556
0.993102228510789,0.993938313424853,1.00006893659557,1.00757645754412,0.991397849462366
0.991510834075393,0.988699551569507,0.994336100180946,0.981201283814764,0.983238020114376
1,1,1,1,1
1.0008980960364,1.01118831640058,0.987325172300244,1.00014018691589,0.996289610910549
1,1,1,1,1
1.01028892743913,1.00190718144418,1.01467481934408,1.00925103957389,1.02023150478108
1,1,1,1,1
1.00592101367754,1.00513403649517,1.00915156303161,1.0091662423036,1.00483425414365
1,1,1,1,1
1.00158926364118,1.00481563236575,1.00457142857143,0.997798064131382,1.00490918016691
1.00017630465444,0.993785460992908,0.998225255972696,0.997195531239943,1.00928187591597
1.02356190140431,1.04729390984755,1.00975565280817,1.01857999077916,1.00629235237173
1,1,1,1,1
1.01090700344432,1.03576983422572,1.01580135440181,1.0124926447291,0.996536796536796
1,1,1,1,1
0.990743895513913,0.990131578947369,0.982816666666666,0.989270865930529,0.969591659426586
0.98928182495558,0.982885382059801,0.992611937345611,0.985448958380406,0.979689366786141
1,1,1,1,1
0.995828505214369,0.998195022114359,0.991765375854214,0.996927592057596,0.995325203252032
1,1,1,1,1
0.998894577612288,0.992162592761276,0.994005305649023,0.997240110395584,0.998570553400041
1,1,1,1,1
1.00058244510455,1.01023037542662,1.00995898561608,1.00784132841328,1.01431492842536
0.987077245474125,0.971460907609017,0.983218367136827,0.9720823798627,0.960282258064516
0.995518075131214,1.00695531211963,1.00343222803956,1.00070621468927,1.02036531597733
1.01119601919318,1.00863408737696,1.00411618064815,1.00983298047518,1.02530864197531
1.00878734622144,1.01455915083034,1.0078752886836,1.00302832650019,0.990367248645394
0.985540069686411,0.997284864766353,0.986457688870557,0.989641878396581,1.00455927051672
1,1,1,1,1
0.988156266572388,0.992402643000364,0.987804878048781,0.987139772833943,0.993444276348966
1.01562313655337,1.03051124883846,1.01528512639624,1.01511981742107,1.02852791878173
1,1,1,1,1
1.01338656646313,1.01589675711449,0.997683844817603,0.997704918032787,1.01273319514362
1.01095017381228,0.984514859741241,0.994399303540337,0.99291113093282,0.987914230019493
1,1,1,1,1
0.991632758324259,0.988089330024814,0.982227799340473,0.990543735224586,0.993587213891081
1,1,1,1,1
1.00676183320811,1.01339862715553,1.03095846455523,0.991742243436754,1.0079436004369
1,1,1,1,1
1.04758897818599,1.01783734757634,1.03171757925072,1.0226692977812,1.01802778051423
1.03676913803496,1.04690796948547,1.00445802584314,1.02084902108434,1.00290303851364
1.00792811839323,1.03410852713178,1.00778082435582,1.00364206352865,0.994114241605558
1.01887781856319,0.997791604197901,1.01919426048565,1.00780891134589,1.02455595457634
0.99305198147195,0.993197871761777,0.983333152838995,1.00401093892434,1.01714664645699
0.98937548587717,0.98018154311649,0.979895374449339,0.9831577991647,0.974853310980721
1,1,1,1,1
1.01011000523834,1.01350517055101,1.00322564330229,0.996721614258669,0.999617846565396
1.00020743660219,1.0201599025356,0.991468886361981,1.02487723524507,1.0027716716047
1.0151915798206,0.98792633992548,0.995412429378531,1.00836233783845,1.02411361036981
1.00715015321757,1.01616802659414,0.989511203941245,0.991617357001972,0.998138669148441
1,1,1,1,1
0.991683569979716,1.00966542750929,1.00825972238155,0.990099905067583,1.0041958041958
0.989108202086316,0.986745213549337,0.997320514279213,0.987809332481052,0.987000928505107
1,1,1,1,1
1.00351548363749,0.999701492537313,1.00502541227205,1.01220244973423,0.994355597365945
1,1,1,1,1
0.999587862552161,0.997014034040012,0.98927294398093,1.0050687245993,0.999053926206244
1.00767922486213,1.00262054507338,1.00461847389558,0.999000454338937,1.01136363636364
1.00756955810147,1.01262041669778,1.00628194511864,1.00873203565581,0.999812734082397
0.99497461928934,1.00648967551622,0.999324650265316,0.996393146979261,1.0019666604233
0.996479771440233,0.998241500586166,0.994968367729405,0.993212669683258,0.992896532386204
1,1,1,1,1
0.997849682572189,0.991660305343511,0.990696347031963,0.995580865603645,0.989550974301045
0.997485890200103,1.006633418157,1.00373336406061,1.00581155905368,0.993816590563166
0.990175402499871,1.05808823529412,1.00161866167675,1.00545950864422,0.998851344883699
1,1,1,1,1
1.00519480519481,0.995830437804031,0.998280802292264,0.99027149321267,0.998370867273599
1.00335917312662,1.01702721563154,1.03214695752009,1.02846698652045,0.996160491457093
1.03342776203966,1.02909153286675,1.03781979977753,1.03771992180558,1.03179803430333
1,1,1,1,1
0.983851674641148,0.986132799216961,1.01982851018221,1.00184098985315,1.00429585356743
0.992502532928065,1.00067613252197,0.99474513925381,0.993632478632479,0.996931374372326
1.01418946508779,1.00849189189189,1.01688853671421,1.05350307513655,1.02201287193359
1,1,1,1,1
1.00050327126321,1.00365544484405,0.990664789581136,0.996938150642988,0.986401387241033
1,1,1,1,1
0.996579476861167,0.996512739448767,1.01347666491872,0.995085995085995,0.996113989637306
1,1,1,1,1
0.980214011710075,0.994239013933548,0.979976199099705,0.995884773662551,0.977243172951886
0.992327497425335,1.01064546557068,1.019535374868,1.0200826446281,1.00380191996958
0.981007731825022,1.00533333333333,0.975660279647851,0.983796483836993,0.985228671527317
1.00502512562814,0.994960212201591,1.00312101910828,0.991311866919213,1.01854877462758
1.03757894736842,1.00175819781392,1.00365102546193,1.0279958463136,1.02472164559351
1.0211017550979,1.01155127149147,0.991174516812703,1.02044527051598,0.992081031307551
0.992051664182812,1.01289134438306,0.983516308163656,1.00178182538111,0.98737701874884
1,1,1,1,1
0.986379569354031,0.97012987012987,0.992396095292177,1.00790513833992,0.995487873660463
1.04025789420246,1.00575635876841,1.03760783437512,1.01666666666667,1.00472143531634
1.0224488799961,1.01024890190337,1.02678571428571,0.995178399228544,0.980263157894737
0.988162856188249,0.98471673254282,0.997953964194373,0.979418604651163,0.995973154362416
1,1,1,1,1
1.03028546587451,0.995584693604496,1.00717580727832,1.01824369781155,0.989603388525222
1.0014064697609,0.990592662276576,1.00635114503817,1.00062184220754,1.00369649805447
1,1,1,1,1
0.98501872659176,0.981006647673314,0.977542124319841,0.98236619280665,0.982942430703625
1,1,1,1,1
1.02257604562738,0.975245470889227,0.999446476330397,0.983710264115135,0.984618418457898
0.967789914013479,0.969934770277935,0.980320910973085,0.991157556270096,0.964350090126177
1.00134473153395,1.0450717692157,1.02052819987539,1.03690186536902,1.04922118380062
0.976067146282974,0.994646257066395,0.989719896940285,0.992960500586625,1.00247426761679
0.980295808559776,0.993670886075949,0.99054359928698,1.01614808979913,0.982426695626419
0.999498746867168,0.985845718329795,1.01111404295741,0.998449612403101,1.01095367299769
0.980190571715145,0.978750897343862,0.996262969999374,0.998136645962733,1.00298210735587
1,1,1,1,1
1.00025581990279,0.983004254070706,1.00752829002515,0.991754822650902,0.999207135777998
1,1,1,1,1
1.01749360613811,1.01699113882116,1.01743995590613,1.03176470588235,0.996726839912716
0.994369595817414,0.995666911225239,0.995988163805571,1.00722158874953,0.980296546920092
1.05182002022245,0.96971322546559,1.0226491384707,1.03479245283019,0.986701857679423
1.00600817111271,1.04221910163588,1.00652784746613,0.992524250601706,1.03230452674897
1.00673674151935,1.01972072513474,1.01596203408757,0.998199654627623,1.01754036276659
1,1,1,1,1
0.994162593137487,1.004004004004,0.996059920609608,0.987926972909305,0.978354554358472
1,1,1,1,1
1.01202978804659,1.01623700327589,0.993596059113301,1.00801043219076,0.996095705275803
1.0072641509434,0.995234758234057,1.00892414476946,0.994270929587877,1.02502512562814
0.997002903437295,1.00408393184059,1.00692874692875,0.991412639405204,0.983723894499461
1.00573038985439,1.00953716690042,1.00800351373774,1.01053657804942,1.01215987242101
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1.00303568092658,0.988607946651848,0.988671023965141,0.979554730983302,1.01339241752831
0.96824509940867,0.966835300730748,0.971304049752706,0.960983370582219,0.969487902050335
1.00553017552296,0.98343023255814,1.00403327451475,1.00023650912531,0.989776485917611
1,1,1,1,1
1.03419416547107,1.0251256281407,0.991915641476274,1.00807881773399,0.983291139240506
1,1,1,1,1
1.00578034682081,1.01153402537486,0.975852991799129,0.977716966379984,0.978372811534501
1,1,1,1,1
1.01981609195402,0.997006841505131,1.00368314571769,1.00879648140744,0.994421052631579
1.01397592534151,1.02430307362402,1.02801323134174,1.01862861672612,1.03937758018419
1,1,1,1,1
0.996398559423769,0.996510816468946,1.01156359979889,0.995447470817121,1.02006314288624
1,1,1,1,1
0.992235609103079,1.00840336134454,1,1.00418246491811,1.00379392971246
0.990825688073394,0.986805555555556,0.97962226640159,1.00622810432075,0.997612890391884
1.01443355119826,1.018296973962,1.02298325722983,1.02506769825919,1.00797607178465
1,1,1,1,1
1.00357941834452,1.0077401520387,1.017209740614,1.01592573024379,1.03946587537092
0.993357111012037,1.02797970100123,0.9977084349098,0.995505200594354,1.01760395851175
1.01207306673848,1.00800533689126,0.99081268631188,1.01011231762379,0.993360763044698
0.993392461197339,0.983719391131701,0.983970406905056,0.975249353527891,1.00028240609997
1.02370429891523,1.01103336921421,1.0187969924812,1.00128787878788,1.00630528891398
1,1,1,1,1
0.998997034711321,0.993212669683258,1.00009840098401,0.983543920708179,0.997381464509492
1.02623423108822,1.02787082942516,1.01195454321838,1.01503903996308,1.01940928270042
1.01105912377712,1.01916308173641,1.0014098201264,1.01098901098901,0.99733259749816
1.00429112326462,0.988871834228703,0.995242487499393,1.00262368815592,0.985428386977774
