GAZP,GMKN,LKOH,ROSN,SBER
0.5,0.5,0.5,0.5,0.5
0.500383203998687,0.496762821085698,0.492493583595882,0.496028933352413,0.506591192561434
0.507652918012076,0.490328728518541,0.477972963254779,0.506152478822072,0.504432881140177
0.509795330146874,0.500992351678619,0.488057380624247,0.506028651281104,0.504787235343259
0.502498893120296,0.497900856876466,0.506724513925619,0.485798331823574,0.484084322382982
0.49450389132807,0.506368947515823,0.485231500041204,0.47722571786554,0.474773319560922
0.49742809081737,0.509199460468655,0.460651625866187,0.476432537747039,0.498477973984533
0.49742809081737,0.509199460468655,0.460651625866187,0.476432537747039,0.498477973984533
0.500454636351217,0.496271916251081,0.486927990139479,0.4505236456477,0.486047536997111
0.507514130118931,0.494535792022605,0.501620669526555,0.482199441150193,0.488057942930721
0.50808027196562,0.496740951038608,0.508023320308573,0.501820131961329,0.501876998485871
0.510123622765396,0.491519110595144,0.493093363144724,0.495258840470384,0.503221047406362
0.510123622765396,0.491519110595144,0.493093363144724,0.495258840470384,0.503221047406362
0.519477605455595,0.502861776165768,0.503689673923021,0.509075714417756,0.507091847605581
0.519477605455595,0.502861776165768,0.503689673923021,0.509075714417756,0.507091847605581
0.502579983989862,0.515609822577328,0.499790112552252,0.515607694674424,0.496599630664733
0.502579983989862,0.515609822577328,0.499790112552252,0.515607694674424,0.496599630664733
0.495116943450567,0.508396629417913,0.494235384203651,0.51130742942665,0.49633161904972
0.495116943450567,0.508396629417913,0.494235384203651,0.51130742942665,0.49633161904972
0.508118907707264,0.50894360577623,0.500620559326752,0.510933684885491,0.485243602109096
0.50613946503847,0.499846525047523,0.499973127687452,0.495192515852341,0.487921831681979
0.500737614605014,0.497175104990123,0.488968797690635,0.519297870863305,0.461871962889238
0.490337114788247,0.513823024958978,0.49584903411465,0.508630543883738,0.477815493765401
0.500342067522761,0.505474000800176,0.489379874519493,0.494986553898297,0.48401287013935
0.517351246278051,0.518256746923089,0.492034140682413,0.507682067945345,0.503548177239822
0.517351246278051,0.518256746923089,0.492034140682413,0.507682067945345,0.503548177239822
