AFLT,GAZP,GMKN,LKOH,MGNT,MSNG,MTSS,ROSN,SBER,SIBN,SNGS
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5,0.500383203998687,0.496762821085698,0.492493583595882,0.5,0.5,0.491725012475317,0.496028933352413,0.506591192561434,0.485483480815923,0.474858017554426
0.478645260120894,0.507652918012076,0.490328728518541,0.477972963254779,0.5,0.5,0.504133748822009,0.506152478822072,0.504432881140177,0.482748302775376,0.488631923159458
0.462602794182217,0.509795330146874,0.500992351678619,0.488057380624247,0.5,0.471204624300153,0.482244252487037,0.506028651281104,0.504787235343259,0.477508613222506,0.481198430062635
0.425877761317025,0.502498893120296,0.497900856876466,0.506724513925619,0.5,0.476186088815996,0.456878354541577,0.485798331823574,0.484084322382982,0.446955865286397,0.487767105715969
0.411451486738702,0.49450389132807,0.506368947515823,0.485231500041204,0.5,0.440483053176276,0.478802079757531,0.47722571786554,0.474773319560922,0.427039283295107,0.480567338842053
0.433178704587102,0.49742809081737,0.509199460468655,0.460651625866187,0.5,0.436235339770103,0.460852012299046,0.476432537747039,0.498477973984533,0.470350727502828,0.462165958195066
0.433178704587102,0.49742809081737,0.509199460468655,0.460651625866187,0.476361055989602,0.436235339770103,0.460852012299046,0.476432537747039,0.498477973984533,0.470350727502828,0.462165958195066
0.432860255238753,0.500454636351217,0.496271916251081,0.486927990139479,0.476361055989602,0.455181132453556,0.464542849969381,0.4505236456477,0.486047536997111,0.436001836836067,0.476227146822253
0.433715672308492,0.507514130118931,0.494535792022605,0.501620669526555,0.471571821891312,0.460862885780464,0.464031121315878,0.482199441150193,0.488057942930721,0.45053907506103,0.489912310734457
0.433808785522404,0.50808027196562,0.496740951038608,0.508023320308573,0.478976937934312,0.479863213893782,0.470695604161363,0.501820131961329,0.501876998485871,0.45599774649755,0.48545456056899
0.413549163556774,0.510123622765396,0.491519110595144,0.493093363144724,0.474425261065934,0.431408039131906,0.477908995689018,0.495258840470384,0.503221047406362,0.4461793790892,0.460036553639684
0.413549163556774,0.510123622765396,0.491519110595144,0.493093363144724,0.475974699715875,0.431408039131906,0.477908995689018,0.495258840470384,0.503221047406362,0.4461793790892,0.460036553639684
0.437817840094444,0.519477605455595,0.502861776165768,0.503689673923021,0.475974699715875,0.442668134496083,0.469475889334422,0.509075714417756,0.507091847605581,0.433923906991114,0.475942305628227
0.437817840094444,0.519477605455595,0.502861776165768,0.503689673923021,0.478724210127808,0.442668134496083,0.469475889334422,0.509075714417756,0.507091847605581,0.433923906991114,0.475942305628227
0.417323364741701,0.502579983989862,0.515609822577328,0.499790112552252,0.478724210127808,0.453837579716791,0.429113808763524,0.515607694674424,0.496599630664733,0.426687555920307,0.473035811328819
0.403927791319124,0.502579983989862,0.515609822577328,0.499790112552252,0.478724210127808,0.453837579716791,0.429113808763524,0.515607694674424,0.496599630664733,0.426687555920307,0.473035811328819
0.403927791319124,0.495116943450567,0.508396629417913,0.494235384203651,0.478051996554048,0.449112742237932,0.424322446689444,0.51130742942665,0.49633161904972,0.441478031167285,0.480095497112143
0.403927791319124,0.495116943450567,0.508396629417913,0.494235384203651,0.452042755053779,0.449112742237932,0.424322446689444,0.51130742942665,0.49633161904972,0.441478031167285,0.480095497112143
0.384251309080998,0.508118907707264,0.50894360577623,0.500620559326752,0.452042755053779,0.443486915437602,0.437624935368761,0.510933684885491,0.485243602109096,0.412663701739393,0.451322663560904
0.393902559206826,0.50613946503847,0.499846525047523,0.499973127687452,0.444007553675271,0.446948451953554,0.446640974540974,0.495192515852341,0.487921831681979,0.422521470138878,0.469947257258914
0.412181192740821,0.500737614605014,0.497175104990123,0.488968797690635,0.424963738854276,0.442178653237875,0.425968353455727,0.519297870863305,0.461871962889238,0.416374321766402,0.473617085925306
0.416722643038841,0.490337114788247,0.513823024958978,0.49584903411465,0.430727106061195,0.434824739493542,0.442802637129796,0.508630543883738,0.477815493765401,0.449742997718335,0.467874328780856
0.428457363105505,0.500342067522761,0.505474000800176,0.489379874519493,0.432401136604106,0.433577918071047,0.423575165754265,0.494986553898297,0.48401287013935,0.428774600272747,0.450233008718012
0.434514451294584,0.517351246278051,0.518256746923089,0.492034140682413,0.441565839948587,0.436957407075781,0.427027826743394,0.507682067945345,0.503548177239822,0.431352622033706,0.468451981615256
0.434514451294584,0.517351246278051,0.518256746923089,0.492034140682413,0.439585330873185,0.436957407075781,0.427027826743394,0.507682067945345,0.503548177239822,0.431352622033706,0.468451981615256
0.427279155754067,0.515170067864363,0.486566885832438,0.479423883378904,0.439585330873185,0.412220136215085,0.411147143709366,0.510016631450312,0.498837141058693,0.419568928092643,0.484226280026383
0.410712049367344,0.509214051598899,0.491178635244021,0.496458646173868,0.436482299603055,0.387636954676199,0.406626683751363,0.496931619125747,0.505917431342176,0.420019862205709,0.478707170839703
0.413603973593066,0.510249566463829,0.478377987157516,0.494475772287043,0.444359885714938,0.408923212272948,0.387217289256569,0.499613673647529,0.510704466005747,0.422876287437668,0.473419721607299
0.423274789863254,0.51722090673753,0.481498485284008,0.482325591908556,0.439205901658769,0.400044507946028,0.376228483040473,0.500158573578509,0.51109562212829,0.434969847171266,0.454627756418286
0.422280142460411,0.525348338312282,0.475601800213223,0.474986551895789,0.44119209116275,0.429284128182556,0.381183868504191,0.501477580531748,0.495435961696909,0.434236289883531,0.437979125720729
